transaction_id,customer_id,age,gender,credit_score,account_balance,account_age_days,transaction_amount,transaction_type,merchant_category,hour_of_day,day_of_week,num_transactions_24h,distance_from_home_km,is_foreign_transaction,pin_attempts,velocity_score,days_since_last_transaction,is_fraud
TXN0006451,CUST80946,38,Male,611,2087.97,4279,35.79,Credit,ATM,17,4,4,23.61,0,2,40.51,1.4,0
TXN0006452,CUST82704,55,Other,647,2168.17,449,83.33,Transfer,Retail,9,1,2,22.81,0,1,8.87,2.4,0
TXN0006453,CUST98318,26,Female,770,1409.75,3079,56.4,Transfer,Retail,13,3,5,50.91,0,1,49.79,0.0,0
TXN0006454,CUST70945,33,Male,737,1953.81,4055,67.12,Credit,Food & Dining,15,6,0,46.05,0,1,36.72,0.7,0
TXN0006455,CUST51928,20,Female,728,65163.03,3912,1772.64,Withdrawal,ATM,11,6,3,60.7,0,1,77.81,0.4,0
TXN0006456,CUST27535,27,Female,537,12482.14,2394,22.41,Credit,Food & Dining,1,1,1,165.05,0,1,78.29,0.6,0
TXN0006457,CUST36569,25,Male,850,12790.15,1654,871.61,Transfer,ATM,20,3,3,44.62,0,1,68.94,0.1,0
TXN0006458,CUST68327,55,Male,778,30378.71,4211,474.78,Transfer,Food & Dining,6,3,4,8.4,0,1,4.05,1.3,0
TXN0006459,CUST41148,32,Male,720,25908.87,1253,6.72,Debit,Retail,15,6,3,82.35,0,1,88.92,1.4,0
TXN0006460,CUST53515,43,Other,539,63868.14,2653,24.92,Debit,Utilities,14,5,3,79.65,0,1,84.78,1.2,0
TXN0006461,CUST25125,36,Female,767,14173.83,2494,82.21,Withdrawal,Retail,6,2,4,38.97,0,1,66.85,0.4,0
TXN0006462,CUST49541,24,Female,610,7110.02,4329,80.83,Transfer,Online Services,21,5,5,64.79,0,1,23.54,2.3,0
TXN0006463,CUST31417,39,Male,644,1696.99,580,34.48,Debit,ATM,21,5,1,2.48,0,1,77.84,1.3,0
TXN0006464,CUST20090,50,Female,483,1114.91,3753,557.71,Online Purchase,Retail,15,4,5,204.53,0,1,45.09,4.5,0
TXN0006465,CUST21875,25,Male,530,24054.16,4073,129.63,Debit,Travel,4,0,6,40.5,0,1,88.71,1.6,0
TXN0006466,CUST56646,53,Other,712,4024.28,2125,102.52,Credit,Retail,8,2,1,239.02,0,1,19.15,0.2,0
TXN0006467,CUST42977,30,Female,773,425.05,4773,927.93,Transfer,Food & Dining,9,0,2,134.97,0,1,47.35,0.6,0
TXN0006468,CUST18993,35,Male,738,113.58,1872,24.34,Credit,Online Services,19,2,6,3.33,0,1,17.71,1.0,0
TXN0006469,CUST56286,49,Female,735,234621.79,513,31.86,Debit,Food & Dining,17,1,4,20.71,0,1,70.57,2.4,0
TXN0006470,CUST24782,32,Female,658,833.23,2973,44.66,Withdrawal,Retail,16,0,2,68.56,0,1,89.95,0.1,0
TXN0006471,CUST11389,42,Female,621,1429.06,4847,7.29,Debit,Retail,3,1,5,44.1,0,1,59.5,4.2,0
TXN0006472,CUST21929,37,Male,696,44825.85,2697,86.52,Transfer,Online Services,13,1,5,9.24,0,1,95.47,0.9,0
TXN0006473,CUST50366,43,Male,753,558.12,2418,277.21,Withdrawal,Healthcare,16,6,2,17.51,0,1,81.72,5.1,0
TXN0006474,CUST95868,18,Female,665,12791.52,1121,9.22,Debit,Retail,12,1,4,5.37,0,1,43.76,0.9,0
TXN0006475,CUST31750,18,Female,795,130556.1,2447,13.62,Withdrawal,Retail,7,3,3,9.59,0,1,99.95,2.9,0
TXN0006476,CUST35637,50,Male,641,220773.93,1151,96.92,Transfer,Retail,3,2,3,96.31,0,1,71.67,1.4,0
TXN0006477,CUST31838,56,Female,559,2196.44,2047,166.81,Debit,Gambling,1,2,3,72.26,0,1,20.3,2.3,0
TXN0006478,CUST41968,29,Male,663,4809.43,2241,57.6,Transfer,Online Services,9,3,3,34.71,0,1,99.7,0.3,0
TXN0006479,CUST74558,38,Female,676,2407.9,2946,44.42,Credit,Food & Dining,10,1,3,35.05,0,1,42.65,4.8,0
TXN0006480,CUST38986,46,Male,656,4758.51,631,1021.41,Debit,Retail,5,3,3,17.15,1,1,53.05,2.5,0
TXN0006481,CUST69180,51,Male,803,50862.89,3176,31.59,Transfer,Utilities,5,2,4,81.7,0,1,63.26,3.1,0
TXN0006482,CUST90841,18,Female,751,395.93,1082,1371.37,Online Purchase,Utilities,18,4,5,25.2,1,1,30.69,1.2,0
TXN0006483,CUST95155,29,Male,510,15777.22,552,32.62,Transfer,Food & Dining,18,5,6,30.99,0,3,24.26,4.2,0
TXN0006484,CUST60666,37,Female,830,3456.82,2295,228.66,Credit,ATM,22,0,5,110.81,0,1,29.6,0.4,0
TXN0006485,CUST74190,51,Female,368,57716.71,4243,31.22,Transfer,ATM,10,5,9,36.32,0,1,11.51,0.7,1
TXN0006486,CUST92723,76,Male,850,52457.35,1240,41.55,Withdrawal,Travel,22,4,4,12.03,0,1,83.27,0.5,0
TXN0006487,CUST80801,38,Male,633,2361.76,4381,28.74,Debit,Gambling,9,1,4,1.75,0,1,8.57,1.8,0
TXN0006488,CUST36992,22,Female,644,4026.26,242,334.03,Transfer,Online Services,5,6,3,2.82,0,1,70.72,0.7,0
TXN0006489,CUST21882,47,Male,658,24513.34,4197,1691.75,Transfer,ATM,13,4,2,21.85,0,1,47.9,5.6,0
TXN0006490,CUST20335,60,Female,706,28853.25,1863,108.37,Credit,Retail,9,3,5,8.24,0,1,20.44,0.3,0
TXN0006491,CUST89383,43,Female,664,57.37,2900,13.66,Withdrawal,Retail,4,5,4,56.59,1,1,35.28,3.3,0
TXN0006492,CUST60059,29,Female,650,24372.02,3055,278.67,Transfer,Online Services,8,3,6,30.27,0,1,38.98,2.6,0
TXN0006493,CUST36670,55,Female,806,95193.54,1315,1282.3,Transfer,Retail,17,0,3,29.69,0,2,74.38,11.3,1
TXN0006494,CUST41097,51,Male,726,7786.11,1330,432.18,Transfer,Retail,12,1,2,103.91,1,1,33.39,0.1,0
TXN0006495,CUST35351,27,Female,561,27182.2,789,7.47,Withdrawal,Food & Dining,17,2,3,25.91,0,1,8.4,2.5,0
TXN0006496,CUST82170,47,Other,744,49107.2,2509,30.02,Transfer,Retail,19,0,5,12.71,0,1,30.28,0.7,0
TXN0006497,CUST65116,55,Male,721,7323.68,3009,20.78,Transfer,ATM,3,6,2,31.26,0,1,16.91,0.2,0
TXN0006498,CUST89147,58,Other,606,21281.97,239,100.12,Debit,Food & Dining,9,6,4,9.14,0,1,72.41,3.4,0
TXN0006499,CUST37159,41,Female,750,5028.29,922,253.08,Withdrawal,Travel,9,1,5,39.29,1,2,42.39,0.6,0
TXN0006500,CUST52531,36,Male,647,4474.26,1272,669.81,Debit,Retail,19,5,3,166.12,0,1,21.67,0.8,0
TXN0006501,CUST20956,59,Male,641,1494.02,4042,185.26,Credit,Travel,20,2,2,22.08,0,1,79.18,0.9,0
TXN0006502,CUST97421,25,Female,638,6710.58,2008,1375.41,Online Purchase,ATM,18,5,2,25.26,1,1,73.67,0.9,0
TXN0006503,CUST56067,48,Male,402,146728.95,3185,2511.35,Debit,Healthcare,17,6,2,49.87,0,1,85.58,1.7,0
TXN0006504,CUST59770,22,Male,608,968.27,2612,1192.2,Withdrawal,Online Services,11,0,9,34.48,0,1,20.34,0.7,0
TXN0006505,CUST47229,56,Male,742,14918.71,1433,26.75,Credit,Retail,12,3,4,138.99,0,1,47.29,0.3,0
TXN0006506,CUST34382,38,Male,662,8757.97,4118,315.98,Debit,Food & Dining,3,4,5,0.16,0,1,16.62,1.4,0
TXN0006507,CUST95355,59,Male,526,69890.85,1145,242.25,Withdrawal,Retail,10,5,0,5.69,0,1,18.95,0.6,0
TXN0006508,CUST54007,48,Female,769,98047.56,1750,2723.66,Debit,Food & Dining,8,4,5,21.97,0,1,74.89,2.1,0
TXN0006509,CUST70728,24,Male,632,931.04,450,25528.38,Transfer,Travel,19,6,4,29.29,0,1,48.76,3.2,1
TXN0006510,CUST13357,61,Other,533,1748.32,4205,45.81,Withdrawal,Travel,10,5,3,53.06,0,1,40.65,0.6,0
TXN0006511,CUST34833,63,Male,850,1928.98,4563,138.15,Transfer,ATM,9,0,1,52.6,0,1,77.54,2.6,0
TXN0006512,CUST82359,54,Male,551,2055.84,263,117.54,Withdrawal,Retail,9,1,2,42.72,1,1,13.77,4.2,0
TXN0006513,CUST17905,31,Male,759,2398.97,339,850.0,Online Purchase,Food & Dining,16,1,2,39.03,0,1,88.97,1.7,0
TXN0006514,CUST19129,37,Male,581,9179.39,2083,79.22,Transfer,Gambling,9,2,0,11.13,0,1,52.94,1.4,0
TXN0006515,CUST82884,44,Male,679,1061.57,831,345.59,Debit,Healthcare,7,6,4,8.88,0,1,13.02,0.0,0
TXN0006516,CUST37787,32,Female,567,1367.28,4193,106.99,Withdrawal,Retail,2,5,4,128.65,0,1,28.47,0.2,0
TXN0006517,CUST34648,65,Female,531,1184.34,554,6.61,Credit,ATM,14,6,3,53.85,0,1,94.71,2.6,0
TXN0006518,CUST60877,44,Male,721,11928.96,2790,96.98,Transfer,Gambling,14,6,2,2.04,0,1,90.55,0.1,0
TXN0006519,CUST27542,18,Male,708,4381.81,2030,147.9,Transfer,Retail,0,5,4,4.96,0,1,38.27,0.9,0
TXN0006520,CUST13867,46,Male,788,3183.25,451,166.01,Withdrawal,Online Services,16,6,6,11.16,0,1,25.54,5.3,0
TXN0006521,CUST10400,37,Female,661,1079.89,2795,667.78,Transfer,Retail,20,0,2,51.96,0,1,67.98,1.1,0
TXN0006522,CUST17138,40,Female,850,273.88,258,49.51,Debit,Online Services,3,0,0,9.81,0,2,17.46,2.2,1
TXN0006523,CUST24267,36,Male,693,92666.35,3004,15.76,Withdrawal,Retail,22,1,3,75.64,0,1,38.69,0.5,0
TXN0006524,CUST72649,53,Male,726,2922.78,3467,1370.56,Withdrawal,Food & Dining,22,4,2,4.2,0,1,80.19,0.8,0
TXN0006525,CUST36815,57,Female,518,646214.26,1520,46.56,Debit,Online Services,8,0,1,5.46,0,1,13.14,5.2,0
TXN0006526,CUST16459,45,Male,598,19752.29,752,150.65,Credit,Gambling,18,0,2,238.55,0,1,10.7,2.0,0
TXN0006527,CUST11298,37,Female,721,132277.21,857,120.39,Online Purchase,Online Services,9,3,3,9.33,0,1,46.73,4.3,0
TXN0006528,CUST52936,41,Male,655,29386.1,3092,6.9,Debit,ATM,13,2,4,67.67,0,1,84.99,1.4,0
TXN0006529,CUST85610,42,Female,685,6537.62,2346,1498.16,Debit,Retail,9,6,3,18.95,0,1,60.03,8.3,0
TXN0006530,CUST40482,30,Other,576,1676.09,1148,183.82,Transfer,Travel,10,2,3,13.35,0,1,44.52,1.6,0
TXN0006531,CUST15746,50,Other,678,846.99,4297,328.88,Credit,Healthcare,17,3,3,8.11,0,1,69.7,6.7,0
TXN0006532,CUST30526,48,Female,677,36878.05,1024,1057.96,Transfer,Online Services,0,5,2,172.91,0,1,61.85,1.2,0
TXN0006533,CUST54942,63,Male,537,7919.33,3495,85.5,Debit,Food & Dining,1,1,5,32.2,0,2,53.46,2.4,0
TXN0006534,CUST26989,59,Female,734,14908.72,2026,320.97,Credit,Food & Dining,17,1,3,9.26,0,1,15.02,3.4,0
TXN0006535,CUST98062,32,Male,481,21297.02,988,150.53,Online Purchase,Online Services,5,2,2,34.2,0,1,9.24,0.5,0
TXN0006536,CUST78706,53,Other,684,9327.79,3424,461.69,Credit,Retail,16,0,5,21.68,0,1,18.12,0.8,0
TXN0006537,CUST41011,28,Female,850,2102.02,4375,57.3,Debit,ATM,23,0,3,10.36,0,1,74.64,9.4,0
TXN0006538,CUST95637,51,Male,738,30420.27,1976,1901.55,Withdrawal,Retail,20,6,4,57.96,0,2,92.36,2.8,0
TXN0006539,CUST39251,34,Male,737,3440.13,2863,14.46,Transfer,Travel,13,1,2,26.24,0,1,93.52,0.2,0
TXN0006540,CUST22616,27,Female,568,5785.01,1088,1337.78,Credit,ATM,0,1,5,10.86,0,2,81.99,3.2,1
TXN0006541,CUST94444,45,Other,850,17877.59,4506,1552.69,Online Purchase,Online Services,11,5,0,145.33,0,1,35.21,4.0,0
TXN0006542,CUST96370,18,Female,813,4419.87,3711,196.57,Debit,Travel,22,3,2,13.73,0,1,84.21,2.7,0
TXN0006543,CUST38138,18,Male,573,186.4,668,98.54,Transfer,Retail,7,4,3,31.2,0,1,5.48,0.7,0
TXN0006544,CUST63528,39,Male,613,31986.13,2073,1317.79,Debit,Gambling,11,2,1,113.89,0,1,64.64,2.1,0
TXN0006545,CUST25596,43,Male,800,47045.57,4848,607.02,Debit,Healthcare,16,3,5,218.4,0,1,61.88,0.8,0
TXN0006546,CUST67748,36,Female,850,182.0,3656,24.95,Credit,Retail,1,2,2,19.36,0,1,95.06,0.0,0
TXN0006547,CUST72109,19,Other,528,751.5,269,301.3,Online Purchase,Retail,17,4,6,5.85,0,1,77.21,0.2,0
TXN0006548,CUST73892,30,Female,556,187771.92,2901,71.22,Withdrawal,Food & Dining,12,4,2,1.84,0,2,90.6,1.0,0
TXN0006549,CUST61185,47,Female,649,7462.62,2232,240.8,Debit,Travel,22,3,3,13.43,0,1,89.42,3.6,0
TXN0006550,CUST73369,50,Female,430,4946.29,1201,328.13,Credit,Food & Dining,3,0,1,83.27,0,2,87.16,0.1,1
TXN0006551,CUST59953,41,Female,667,2281.32,747,26.22,Withdrawal,Online Services,23,6,0,48.21,0,1,53.72,2.8,0
TXN0006552,CUST83782,58,Female,793,768.73,4950,8.8,Debit,Travel,23,1,1,19.78,0,3,51.17,5.8,0
TXN0006553,CUST26162,47,Female,509,3463.55,3854,38.99,Debit,Food & Dining,3,5,5,79.11,0,1,73.64,3.4,0
TXN0006554,CUST53511,31,Male,678,28394.79,1170,1050.25,Debit,Online Services,1,5,1,25.52,0,1,51.85,0.8,0
TXN0006555,CUST47475,38,Female,602,4778.01,4233,139.48,Transfer,Retail,1,5,3,42.35,0,1,83.09,0.6,0
TXN0006556,CUST58001,22,Male,842,14742.82,68,1099.08,Debit,Retail,0,1,2,41.99,1,1,21.79,1.5,0
TXN0006557,CUST22787,40,Male,603,117980.29,1607,2656.35,Transfer,Retail,4,4,3,24.8,0,1,75.16,6.0,0
TXN0006558,CUST39144,57,Female,829,1728.72,2811,141.19,Withdrawal,ATM,5,0,4,66.55,0,1,47.54,0.0,0
TXN0006559,CUST95871,51,Female,600,8477.53,77,268.0,Withdrawal,Online Services,22,0,3,9.1,0,1,50.62,0.6,0
TXN0006560,CUST19473,61,Female,748,29968.69,2424,506.52,Transfer,ATM,12,4,4,19.18,0,1,79.8,0.2,0
TXN0006561,CUST67177,37,Male,692,916.69,864,2.85,Debit,Food & Dining,21,1,3,19.67,0,2,1.06,3.2,0
TXN0006562,CUST69816,60,Female,650,6771.62,3579,34.81,Withdrawal,Travel,11,2,6,22.09,0,1,81.87,7.6,0
TXN0006563,CUST52705,39,Female,579,142940.56,4893,102.61,Online Purchase,Food & Dining,2,4,4,59.03,0,1,12.82,0.3,0
TXN0006564,CUST13024,62,Male,699,2663.91,2882,794.94,Debit,Travel,3,0,6,0.44,0,1,24.76,2.5,0
TXN0006565,CUST13092,41,Female,617,33624.95,965,8.07,Online Purchase,ATM,15,3,2,75.43,0,1,36.34,3.9,0
TXN0006566,CUST34806,51,Male,590,3812.17,3086,430.64,Withdrawal,Retail,7,4,2,38.26,0,1,44.41,2.2,0
TXN0006567,CUST19226,62,Male,824,125399.09,813,43.11,Online Purchase,Travel,11,1,5,11.88,0,1,52.76,7.2,0
TXN0006568,CUST18480,39,Female,724,254.21,3021,295.65,Credit,Retail,4,4,7,47.63,0,1,32.21,1.3,0
TXN0006569,CUST24410,45,Male,734,5524.35,4143,56.15,Online Purchase,ATM,22,3,0,24.73,1,1,70.1,3.5,0
TXN0006570,CUST27165,60,Male,622,343.11,3228,69.03,Debit,Utilities,6,1,5,68.56,0,1,31.44,0.3,0
TXN0006571,CUST85461,40,Male,644,1391.9,3433,45.99,Debit,ATM,13,5,1,137.55,0,1,45.47,0.3,0
TXN0006572,CUST67485,23,Male,638,1377.09,839,56.71,Debit,Retail,18,2,7,18.52,0,1,68.54,0.9,0
TXN0006573,CUST12736,72,Male,701,3039.59,1783,991.7,Credit,Food & Dining,22,0,7,1.23,0,1,64.66,1.2,0
TXN0006574,CUST66562,35,Male,734,578.87,1012,17.18,Debit,Retail,4,0,2,190.82,0,1,42.8,0.4,1
TXN0006575,CUST22303,44,Male,661,4319.39,1113,9.03,Credit,ATM,20,0,7,38.95,0,1,74.19,0.4,0
TXN0006576,CUST47894,58,Male,579,11258.06,989,13.02,Transfer,Retail,10,6,3,45.08,0,1,92.26,4.7,0
TXN0006577,CUST13424,33,Male,747,311.87,1756,42.67,Debit,Utilities,3,6,4,40.83,0,1,94.96,1.2,0
TXN0006578,CUST18115,27,Male,668,1567.32,2849,88.36,Withdrawal,Travel,8,5,4,15.15,1,1,98.98,2.9,0
TXN0006579,CUST21933,45,Female,509,476291.74,3725,149.76,Debit,Online Services,7,6,1,59.55,0,1,75.52,8.8,0
TXN0006580,CUST49003,18,Female,434,8889.51,673,89.19,Debit,Food & Dining,10,6,3,95.38,0,1,33.39,0.0,0
TXN0006581,CUST51676,37,Male,697,186.43,3708,35.27,Credit,Online Services,23,4,3,10.54,0,3,41.65,0.5,0
TXN0006582,CUST41746,45,Female,575,395.11,3925,3754.8,Debit,Food & Dining,15,0,6,25.22,0,1,64.56,4.5,0
TXN0006583,CUST65814,38,Other,711,7380.73,289,325.73,Withdrawal,Online Services,23,6,3,1.11,0,2,85.98,1.2,0
TXN0006584,CUST74840,20,Female,581,5891.11,1185,27.64,Credit,Food & Dining,23,2,3,29.13,0,1,18.16,7.1,0
TXN0006585,CUST75585,64,Male,679,1707.19,3337,107.72,Debit,Utilities,10,4,4,9.57,0,1,5.37,1.1,0
TXN0006586,CUST62111,43,Female,624,254731.91,3872,764.17,Credit,Utilities,11,2,6,15.38,0,1,15.66,0.2,0
TXN0006587,CUST59099,62,Male,850,547825.39,2132,40.86,Credit,Travel,13,1,1,101.46,0,1,27.69,2.9,0
TXN0006588,CUST54240,38,Male,767,3053.7,3810,73.61,Debit,Online Services,23,2,2,24.83,1,1,72.05,0.7,0
TXN0006589,CUST31413,29,Male,810,23654.82,1136,50.43,Credit,Online Services,16,0,2,56.88,0,3,74.77,0.7,0
TXN0006590,CUST53827,45,Male,667,25892.25,4635,857.77,Withdrawal,Online Services,9,3,4,1.81,0,1,2.44,0.0,0
TXN0006591,CUST10908,38,Female,753,32878.42,3971,234.15,Transfer,Healthcare,4,2,3,39.77,1,1,92.73,2.7,0
TXN0006592,CUST96965,25,Female,674,1552.85,3389,33.69,Debit,ATM,7,4,1,34.24,0,1,39.06,0.4,0
TXN0006593,CUST43308,62,Female,823,161297.96,1433,5183.83,Online Purchase,Online Services,8,6,2,106.07,1,1,74.93,1.1,0
TXN0006594,CUST78065,33,Male,657,4343.89,3415,18.36,Credit,Retail,17,2,4,9.56,1,1,81.39,1.0,0
TXN0006595,CUST96102,18,Male,514,10504.78,486,106.08,Transfer,Food & Dining,19,6,7,111.94,0,1,80.22,4.9,0
TXN0006596,CUST54727,60,Male,449,4932.88,1244,959.52,Transfer,Food & Dining,7,5,5,57.92,0,1,41.16,0.2,0
TXN0006597,CUST87563,34,Male,845,3822.14,2294,88.88,Debit,Travel,6,2,1,50.04,0,1,42.86,0.5,0
TXN0006598,CUST53129,33,Other,716,8112.23,274,61.11,Debit,ATM,15,5,3,56.94,0,1,15.95,5.1,0
TXN0006599,CUST21905,18,Female,723,581.38,4903,241.39,Transfer,Online Services,8,5,3,75.23,0,1,67.4,5.3,0
TXN0006600,CUST12383,66,Other,825,141.45,3133,148.05,Debit,Online Services,6,5,5,43.96,0,3,52.81,0.4,0
TXN0006601,CUST22205,23,Female,486,3347.32,4386,24.85,Credit,Retail,13,2,3,37.15,0,1,84.02,1.3,0
TXN0006602,CUST94824,42,Male,626,1007.5,4282,394.02,Transfer,Retail,4,2,3,389.3,0,1,92.21,0.3,0
TXN0006603,CUST52759,54,Male,639,13167.5,3236,25.04,Withdrawal,Utilities,18,3,7,93.66,0,1,72.86,2.7,0
TXN0006604,CUST38725,47,Female,745,10730.25,1823,9.12,Withdrawal,Retail,1,3,2,22.31,0,1,83.21,0.9,0
TXN0006605,CUST50145,41,Male,590,5035.48,424,160.82,Debit,Online Services,18,5,4,14.26,0,1,71.78,0.2,0
TXN0006606,CUST33034,18,Female,535,70744.82,3154,23.74,Withdrawal,Travel,1,4,4,3.86,0,1,7.87,0.9,0
TXN0006607,CUST88348,30,Male,534,4859.98,4437,121.94,Online Purchase,Food & Dining,23,0,4,4.71,0,1,86.1,3.5,0
TXN0006608,CUST99945,44,Male,789,356.14,3287,231.0,Transfer,Online Services,9,3,3,36.94,0,1,22.08,1.4,0
TXN0006609,CUST17642,30,Female,584,3286.05,4713,162.53,Transfer,Healthcare,17,1,3,25.49,0,1,18.23,1.9,0
TXN0006610,CUST74681,44,Female,605,40446.77,993,32462.32,Online Purchase,Retail,23,6,7,161.0,0,1,52.99,0.8,0
TXN0006611,CUST40203,51,Male,733,165.4,633,1641.51,Withdrawal,Food & Dining,12,2,1,25.74,0,1,46.79,1.4,0
TXN0006612,CUST14262,55,Female,589,4149.46,762,322.69,Transfer,Food & Dining,4,2,6,55.03,0,1,52.31,2.7,0
TXN0006613,CUST92998,24,Male,480,13847.11,4124,290.96,Withdrawal,Gambling,0,4,4,48.04,0,1,85.41,0.4,1
TXN0006614,CUST15569,72,Female,494,581889.71,3524,515.47,Debit,Online Services,14,3,8,28.81,0,1,32.83,0.4,0
TXN0006615,CUST28531,52,Male,658,43254.81,1587,120.37,Credit,Food & Dining,20,1,3,13.86,1,1,30.26,2.1,0
TXN0006616,CUST12295,41,Male,718,6239.84,3310,102.71,Withdrawal,Retail,6,2,4,0.48,0,3,76.88,1.9,0
TXN0006617,CUST52415,57,Female,643,12548.63,1529,110.36,Debit,Food & Dining,7,0,3,69.86,0,1,26.79,2.1,0
TXN0006618,CUST63965,75,Male,711,161.44,1498,51.89,Credit,Online Services,15,1,4,28.45,0,1,14.29,3.9,0
TXN0006619,CUST38860,21,Female,490,742.85,1945,4665.84,Debit,ATM,6,2,4,6.88,1,1,77.13,5.6,0
TXN0006620,CUST16440,38,Female,498,15862.61,3426,19.86,Online Purchase,Travel,17,6,3,27.83,0,1,61.8,4.5,1
TXN0006621,CUST20453,18,Male,850,6568.9,669,694.72,Online Purchase,Retail,13,2,3,14.51,0,1,96.86,0.7,0
TXN0006622,CUST94004,44,Female,798,8264.58,1395,530.29,Credit,Online Services,16,4,0,80.87,0,1,96.97,0.9,0
TXN0006623,CUST82531,47,Female,748,5226.03,302,429.75,Debit,Gambling,22,0,1,80.95,0,1,16.64,1.0,0
TXN0006624,CUST94320,41,Male,593,4869.94,3802,137.51,Transfer,Utilities,22,6,2,25.94,0,1,8.97,0.0,0
TXN0006625,CUST57771,32,Female,639,5915.17,2505,24.92,Debit,Food & Dining,23,4,1,44.2,0,1,35.21,6.5,1
TXN0006626,CUST59144,18,Female,664,734.46,838,282.42,Debit,ATM,20,4,2,34.84,0,1,58.99,0.2,0
TXN0006627,CUST80738,47,Female,806,3254.95,3849,282.29,Online Purchase,Online Services,21,3,4,16.37,0,1,78.33,0.1,0
TXN0006628,CUST65496,62,Female,708,523.54,4359,8822.16,Debit,ATM,3,1,6,33.47,0,1,64.87,1.0,0
TXN0006629,CUST49279,33,Female,721,1611.19,2949,409.93,Credit,Retail,22,6,2,26.92,0,1,13.13,2.2,0
TXN0006630,CUST36270,48,Other,646,42303.67,1236,214.51,Transfer,ATM,6,5,3,9.65,0,2,75.23,1.7,0
TXN0006631,CUST53695,20,Female,750,3549.8,4216,131.8,Debit,Food & Dining,23,3,6,87.06,0,3,38.71,2.5,0
TXN0006632,CUST15757,48,Male,697,14364.44,1162,62.87,Debit,Online Services,16,0,5,27.93,0,1,7.41,4.2,0
TXN0006633,CUST27320,36,Male,669,6048.29,781,205.12,Transfer,Retail,21,4,0,14.42,0,1,67.84,0.5,0
TXN0006634,CUST76370,31,Male,584,2458.23,534,389.77,Debit,Food & Dining,10,3,3,35.56,0,1,20.23,1.2,0
TXN0006635,CUST88123,31,Female,652,799.97,208,32.66,Debit,Food & Dining,4,0,4,23.4,0,1,33.33,0.1,0
TXN0006636,CUST19160,36,Female,548,2392.04,837,54.67,Transfer,Travel,22,6,4,98.96,0,1,93.77,1.0,0
TXN0006637,CUST18721,47,Male,660,6834.38,2174,26.12,Credit,Travel,8,1,1,17.21,0,1,14.51,1.6,0
TXN0006638,CUST17700,23,Male,674,13964.54,238,304.75,Withdrawal,Retail,15,0,6,2.66,0,1,14.09,1.0,0
TXN0006639,CUST81241,36,Male,405,6125.44,3989,959.71,Online Purchase,Utilities,18,3,5,174.93,0,3,44.51,0.0,0
TXN0006640,CUST38009,41,Male,640,15820.54,73,0.97,Withdrawal,Utilities,7,6,2,26.87,0,1,27.07,3.2,0
TXN0006641,CUST39408,26,Female,538,318.52,4871,70.67,Online Purchase,Retail,3,2,7,181.06,1,1,67.52,6.8,0
TXN0006642,CUST11121,67,Female,718,23388.33,2213,3206.7,Credit,Food & Dining,4,2,6,19.35,0,1,52.87,7.0,0
TXN0006643,CUST97533,30,Other,733,644.93,2753,484.82,Credit,ATM,18,5,2,19.75,0,1,96.07,0.8,0
TXN0006644,CUST49062,32,Male,618,28862.78,2005,255.45,Debit,Online Services,8,6,3,31.57,0,1,64.47,0.2,0
TXN0006645,CUST81769,28,Female,724,12140.84,4011,14.79,Online Purchase,Healthcare,4,6,8,14.07,0,1,73.93,0.0,0
TXN0006646,CUST73690,67,Female,728,169.64,4004,613.55,Credit,Utilities,13,6,5,76.93,0,1,18.3,0.5,0
TXN0006647,CUST22759,49,Female,640,18518.64,967,112.09,Withdrawal,ATM,15,6,4,363.4,0,1,33.41,0.0,0
TXN0006648,CUST82120,28,Female,830,29471.39,2619,497.77,Transfer,Travel,13,1,4,45.58,0,1,9.61,6.7,0
TXN0006649,CUST59526,57,Male,586,47296.01,4345,7227.3,Debit,Food & Dining,22,1,1,22.37,0,1,13.61,5.9,0
TXN0006650,CUST64387,44,Male,823,1232.16,3047,11.9,Withdrawal,Travel,0,0,2,55.86,0,1,0.74,3.1,0
TXN0006651,CUST28028,45,Female,640,6788.19,1036,1706.21,Transfer,Online Services,18,1,2,42.01,0,1,4.06,8.7,0
TXN0006652,CUST86217,37,Female,573,17154.38,2636,74.18,Debit,Retail,17,4,6,133.47,0,1,41.56,2.0,0
TXN0006653,CUST93849,31,Female,627,18497.45,3775,1177.7,Online Purchase,Online Services,9,4,3,57.72,0,2,31.26,0.3,0
TXN0006654,CUST46584,46,Male,546,10271.59,1941,43.07,Withdrawal,ATM,9,6,4,32.39,0,1,14.36,3.3,0
TXN0006655,CUST18322,34,Female,749,2280.28,2837,21.32,Transfer,Retail,12,4,2,2.22,0,1,52.79,2.2,0
TXN0006656,CUST86388,67,Male,491,29094.33,4154,482.64,Online Purchase,ATM,13,4,2,10.91,0,1,62.18,1.4,0
TXN0006657,CUST89864,24,Other,815,29403.7,791,6.24,Withdrawal,ATM,23,1,2,13.39,0,2,73.53,0.4,0
TXN0006658,CUST55582,63,Female,563,3723.05,4246,31.17,Debit,Retail,23,1,4,98.15,0,1,74.69,1.4,0
TXN0006659,CUST62122,40,Female,755,1199.43,44,31.28,Online Purchase,Utilities,17,0,5,86.13,0,1,43.72,0.2,0
TXN0006660,CUST30073,46,Female,667,1325.8,2297,36.52,Transfer,Travel,13,2,2,22.26,0,1,33.94,0.4,0
TXN0006661,CUST16072,53,Male,694,57335.31,4432,377.65,Debit,Food & Dining,23,6,4,74.41,0,1,69.83,0.5,0
